name,type,start_time,duration,"data"
"TX","data",3.59710974,8.246e-05,0x3D
"TX","data",3.59719654,8.246e-05,0x30
"TX","data",3.59728334,8.246e-05,0x78
"TX","data",3.59737014,8.246e-05,0x62
"TX","data",3.59745694,8.246e-05,0x64
"TX","data",3.59754374,8.246e-05,0x0D
"TX","data",3.59763054,8.246e-05,0x0A
"TX","data",3.60018068,8.246e-05,0x61
"TX","data",3.60026748,8.246e-05,0x6E
"TX","data",3.60035428,8.246e-05,0x78
"TX","data",3.60044108,8.246e-05,0x37
"TX","data",3.60052788,8.246e-05,0x36
"TX","data",3.60061468,8.246e-05,0x32
"TX","data",3.60070148,8.246e-05,0x35
"TX","data",3.60078828,8.246e-05,0x5F
"TX","data",3.60087508,8.246e-05,0x73
"TX","data",3.60096188,8.246e-05,0x74
"TX","data",3.60104868,8.246e-05,0x61
"TX","data",3.60113548,8.246e-05,0x72
"TX","data",3.60122228,8.246e-05,0x74
"TX","data",3.60130908,8.246e-05,0x5F
"TX","data",3.60139588,8.246e-05,0x64
